user_id,role,department,location,device_type,timestamp,request_type,previous_violations_count,failed_login_count_24h,avg_session_duration,is_privileged_account,account_age_days,label
user_29,devops,security,SG,mobile,2025-09-14T15:58:14.649797,execute,1,1,284.2956521853838,0,304,1
user_30,hr,finance,SG,laptop,2025-09-10T10:15:46.649797,write,0,0,109.57977789625872,0,868,0
user_31,devops,hr,UK,laptop,2025-12-06T16:59:32.649797,admin,0,0,50.620335928766366,0,787,0
user_32,devops,hr,UK,mobile,2025-09-03T15:39:25.649797,execute,0,1,293.0112481197343,0,1861,0
user_33,engineer,hr,UK,desktop,2025-11-05T23:51:37.649797,write,0,1,264.7356717916118,0,1297,0
user_34,hr,hr,DE,mobile,2025-12-04T03:00:21.649797,write,0,0,123.75244009752517,0,1436,0
user_35,qa,platform,US,server,2025-11-22T10:32:39.649797,admin,0,0,105.24776814353288,0,36,0
user_36,hr,security,SG,laptop,2025-07-25T03:23:47.649797,read,0,0,127.96577604474369,0,422,0
user_37,qa,security,SG,laptop,2025-09-14T20:48:05.649797,write,0,1,201.9347494143242,0,1502,0
user_38,engineer,hr,UK,mobile,2025-08-19T04:11:18.649797,write,0,0,1104.5084191831074,0,1526,0
user_39,admin,platform,SG,desktop,2025-08-28T13:20:31.649797,read,1,0,432.62410548829746,0,338,1
user_40,devops,hr,SG,desktop,2025-08-21T12:38:16.649797,admin,0,1,572.6358091351298,1,582,0
user_41,engineer,platform,IN,server,2025-11-13T07:49:27.649797,execute,0,2,211.35319157769166,0,628,0
user_42,devops,hr,SG,laptop,2025-09-06T23:11:35.649797,execute,2,0,224.04263269218652,0,1434,1
user_43,admin,apps,DE,mobile,2025-09-19T20:18:43.649797,write,0,2,68.56921273940571,0,463,0
user_44,admin,apps,UK,mobile,2025-12-11T10:07:30.649797,read,0,0,383.01233954249346,0,1537,0
user_45,engineer,finance,US,laptop,2025-06-28T09:03:46.649797,write,0,1,164.23858680422697,0,81,0
user_46,admin,hr,US,mobile,2025-09-13T09:55:46.649797,admin,0,0,406.9587619940943,0,1503,0
user_47,qa,security,IN,laptop,2025-11-03T21:53:56.649797,write,0,2,157.80989213150107,1,1410,0
user_48,admin,finance,US,desktop,2025-07-14T18:58:19.649797,execute,0,0,34.46073625452485,0,420,0
user_49,devops,apps,US,desktop,2025-10-05T15:46:08.649797,read,0,0,57.00465143733912,0,1464,0
user_50,devops,hr,UK,mobile,2025-07-30T16:26:25.649797,admin,0,3,500.70873245729774,0,35,0
user_51,devops,finance,UK,desktop,2025-11-20T17:08:17.649797,write,0,0,89.77116888684402,0,895,0
user_52,devops,hr,DE,desktop,2025-08-15T11:01:22.649797,execute,0,1,92.10204859132917,0,795,0
user_53,qa,apps,IN,server,2025-08-15T19:30:13.649797,write,0,1,795.0819760879992,1,501,0
user_54,hr,finance,US,laptop,2025-10-03T06:09:00.649797,execute,0,0,321.56390366207876,0,1731,0
user_55,engineer,apps,DE,laptop,2025-07-20T14:56:39.649797,read,1,1,36.41565447589241,0,184,1
user_56,devops,platform,IN,mobile,2025-08-07T20:40:17.649797,admin,0,1,46.50015679859833,0,558,0
user_57,admin,apps,US,laptop,2025-08-31T13:48:07.649797,write,0,1,95.38772204165625,0,1172,0
user_58,devops,hr,US,server,2025-08-20T05:40:05.649797,admin,0,0,270.417449496042,0,1288,0
user_59,admin,security,UK,mobile,2025-09-20T01:25:19.649797,read,1,0,419.2981776917781,1,1629,1
user_60,admin,apps,SG,mobile,2025-10-03T12:23:52.649797,execute,0,0,96.26679134068239,1,840,0
user_61,devops,security,IN,laptop,2025-09-27T13:57:21.649797,read,0,0,613.5515441395173,0,1513,0
user_62,qa,platform,US,desktop,2025-10-13T07:57:34.649797,read,1,1,34.683927879182605,0,1650,1
user_63,admin,finance,IN,desktop,2025-08-11T23:25:49.649797,admin,0,0,69.80637427140728,0,1883,0
user_64,admin,finance,DE,desktop,2025-07-10T08:06:49.649797,read,0,0,1056.652982481435,0,282,0
user_65,devops,security,DE,desktop,2025-11-01T12:38:27.649797,write,0,0,43.41925806820021,0,615,0
user_66,admin,finance,SG,server,2025-11-17T17:19:25.649797,execute,0,1,657.0752162445418,0,202,0
user_67,admin,apps,US,mobile,2025-08-02T20:13:09.649797,read,0,0,365.15295265755475,0,574,0
user_68,devops,security,UK,desktop,2025-08-29T20:35:23.649797,write,0,1,22.768700022618706,0,1630,0
user_69,devops,hr,US,server,2025-09-15T07:46:17.649797,execute,0,1,198.3241541388996,0,417,0
user_70,engineer,apps,IN,mobile,2025-09-21T13:55:28.649797,admin,0,0,219.5535254828246,0,317,0
user_71,qa,apps,DE,laptop,2025-10-14T06:57:00.649797,execute,1,0,807.0909264308688,1,1252,1
user_72,qa,apps,IN,laptop,2025-06-25T01:40:42.649797,admin,0,0,163.99003862242165,0,916,0
user_73,admin,hr,SG,server,2025-10-25T10:44:00.649797,execute,0,1,177.59097309626043,1,1092,0
user_74,qa,platform,DE,mobile,2025-06-28T17:40:02.649797,read,1,0,35.79853600021148,0,983,1
user_75,admin,finance,UK,desktop,2025-09-09T20:57:32.649797,admin,0,0,305.8066349992965,0,797,0
user_76,engineer,security,DE,mobile,2025-11-13T13:29:30.649797,admin,1,0,71.05751733240974,1,1838,1
user_77,devops,platform,US,desktop,2025-09-06T19:12:09.649797,admin,0,1,24.21118679771239,0,1504,0
user_78,devops,security,US,server,2025-07-14T10:01:12.649797,read,0,2,1734.750324703567,0,677,0
user_79,devops,finance,DE,desktop,2025-12-11T21:17:55.649797,read,1,1,94.26105436430294,0,1125,1
user_80,qa,hr,SG,server,2025-11-24T15:39:56.649797,execute,1,0,45.614475239335455,0,243,1
user_81,engineer,apps,US,mobile,2025-11-03T10:01:38.649797,execute,0,0,360.6826482687813,1,1114,0
user_82,qa,apps,US,mobile,2025-08-30T15:40:57.649797,read,0,0,517.2563040489727,0,1973,0
user_83,qa,hr,UK,desktop,2025-07-20T16:09:57.649797,read,0,1,19.866779320088355,0,901,0
user_84,engineer,platform,DE,mobile,2025-12-04T00:50:55.649797,admin,0,1,33.411332094151746,0,1624,0
user_85,engineer,platform,US,desktop,2025-09-21T09:42:33.649797,execute,0,1,28.35051379267223,0,127,0
user_86,engineer,security,SG,mobile,2025-11-18T00:07:41.649797,execute,1,1,14.429301745737325,0,619,1
user_87,engineer,hr,IN,laptop,2025-08-18T03:48:10.649797,admin,0,2,323.1637036524947,0,834,0
user_88,devops,platform,DE,desktop,2025-08-16T22:23:52.649797,admin,0,0,266.2477163934235,0,1423,0
user_89,hr,hr,UK,server,2025-12-11T23:29:14.649797,admin,0,0,326.1296381211321,0,1326,0
user_90,hr,finance,US,laptop,2025-09-19T12:16:16.649797,write,0,1,211.3638690339961,0,1518,0
user_91,engineer,apps,SG,server,2025-07-12T21:45:24.649797,write,0,0,510.31416559731724,0,1000,0
user_92,hr,apps,DE,mobile,2025-07-27T02:56:49.649797,read,1,0,237.33935921381985,1,756,1
user_93,hr,apps,SG,laptop,2025-09-12T07:57:06.649797,execute,0,0,753.0560198822407,0,1721,0
user_94,engineer,hr,SG,mobile,2025-06-25T05:25:36.649797,admin,0,0,199.45453749040473,0,776,0
user_95,hr,hr,UK,desktop,2025-09-08T20:05:57.649797,admin,0,0,469.1367477880582,0,1445,0
user_96,qa,security,DE,server,2025-08-31T23:46:36.649797,execute,0,0,156.9506231273833,0,1637,0
user_97,admin,apps,US,mobile,2025-11-04T20:41:06.649797,write,0,0,171.39777009407092,0,1977,0
user_98,admin,security,UK,server,2025-08-20T11:18:06.649797,execute,0,0,567.126828903356,0,1789,0
user_99,engineer,apps,US,server,2025-12-11T10:33:47.649797,read,0,0,34.172360580556145,0,1166,0
user_100,devops,security,IN,mobile,2025-07-20T02:52:42.649797,write,0,1,249.66605902818756,0,1925,0
user_101,engineer,security,SG,desktop,2025-10-01T23:00:53.649797,execute,0,1,388.7567735337211,1,253,0
user_102,devops,finance,IN,server,2025-07-03T17:27:12.649797,execute,0,0,416.39347191487366,0,73,0
user_103,admin,security,SG,mobile,2025-10-27T16:14:41.649797,read,0,0,268.57425583394354,0,1238,0
user_104,engineer,hr,UK,desktop,2025-12-13T15:17:18.649797,execute,0,0,178.29721759754452,0,379,0
user_105,qa,security,US,mobile,2025-11-12T00:37:53.649797,write,0,1,90.64890262693253,0,299,0
user_106,hr,apps,US,desktop,2025-09-25T14:35:30.649797,admin,0,2,720.4772043938242,0,945,0
user_107,devops,security,UK,server,2025-09-12T20:02:06.649797,admin,0,0,138.50967749840677,0,1403,0
user_108,hr,platform,DE,laptop,2025-11-14T21:16:54.649797,admin,1,0,481.3233033501146,0,492,1
user_109,hr,apps,IN,mobile,2025-12-03T01:21:37.649797,write,0,2,9.65334306069519,0,684,0
user_110,engineer,platform,IN,server,2025-12-12T15:19:28.649797,execute,2,0,79.25577052026956,0,1976,1
user_111,hr,apps,US,mobile,2025-08-27T23:00:07.649797,execute,0,1,127.2039767117535,0,304,0
user_112,qa,hr,US,mobile,2025-12-12T22:42:57.649797,execute,1,0,334.0331776693717,0,1950,1
user_113,hr,hr,US,desktop,2025-07-15T15:33:14.649797,execute,1,0,115.40365728392035,0,1953,1
user_114,engineer,hr,UK,mobile,2025-08-02T05:17:15.649797,admin,1,0,12.673089125795721,0,1522,1
user_115,qa,platform,DE,desktop,2025-07-03T14:30:07.649797,write,0,0,57.30003784085678,0,1766,0
user_116,admin,finance,IN,server,2025-08-05T11:51:46.649797,read,0,1,89.99334785523327,0,1957,0
user_117,hr,apps,SG,mobile,2025-11-02T19:26:33.649797,write,0,0,58.09271160425069,0,1970,0
user_118,engineer,hr,UK,server,2025-11-18T02:35:08.649797,execute,1,0,68.34303690566026,0,1261,1
user_119,admin,apps,IN,laptop,2025-11-04T18:46:07.649797,execute,0,0,439.54535454598795,0,1254,0
user_120,admin,platform,DE,server,2025-10-09T04:09:23.649797,write,1,0,159.32566509699691,0,1031,1
user_121,devops,finance,UK,mobile,2025-09-18T02:17:16.649797,write,0,1,155.84855110937997,0,1731,0
user_122,qa,platform,IN,laptop,2025-10-23T03:33:18.649797,admin,0,0,1019.816735202768,0,256,0
user_123,hr,apps,UK,desktop,2025-08-26T22:21:12.649797,execute,0,1,177.55747526088055,1,1195,0
user_124,engineer,finance,IN,laptop,2025-11-16T00:24:16.649797,write,0,0,787.9056712938517,1,1576,0
user_125,devops,finance,IN,mobile,2025-10-17T11:24:49.649797,execute,0,0,106.6012223160645,0,1312,0
user_126,qa,platform,DE,mobile,2025-10-21T04:28:07.649797,write,0,0,153.56098061296402,0,1764,0
user_127,devops,hr,SG,server,2025-09-22T01:11:45.649797,execute,0,0,151.39509710593632,0,234,0
user_128,qa,apps,DE,desktop,2025-11-23T22:08:30.649797,write,1,0,236.94952064323033,0,873,1
user_129,qa,security,IN,mobile,2025-08-01T22:39:22.649797,execute,0,0,263.2993933931959,0,1719,0
user_130,hr,security,UK,mobile,2025-08-25T04:30:37.649797,read,0,1,85.55556926389605,0,493,0
user_131,qa,platform,DE,desktop,2025-11-04T13:22:06.649797,admin,1,1,473.3588826501846,0,1235,1
user_132,devops,apps,SG,desktop,2025-09-14T06:37:39.649797,read,0,0,205.86693499985327,0,1886,0
user_133,qa,apps,IN,server,2025-11-24T15:21:25.649797,admin,0,1,2.1205429324415705,0,1391,0
user_134,hr,platform,DE,laptop,2025-08-18T22:23:51.649797,admin,0,0,268.4619942725667,1,229,0
user_135,hr,apps,DE,desktop,2025-08-23T01:27:31.649797,write,0,0,479.934566964329,0,345,0
user_136,devops,hr,DE,mobile,2025-11-24T13:17:27.649797,read,0,1,86.49137497761323,0,1791,0
user_137,admin,platform,DE,desktop,2025-09-09T04:01:56.649797,admin,0,0,11.582025420833354,0,77,0
user_138,admin,hr,UK,mobile,2025-09-18T11:36:38.649797,execute,0,0,493.7973587182461,0,1484,0
user_139,qa,apps,SG,server,2025-08-16T11:29:30.649797,write,1,1,1122.3894794019382,0,265,1
user_140,engineer,platform,SG,laptop,2025-08-06T09:09:59.649797,write,1,0,23.896009809142686,0,1528,1
user_141,qa,apps,IN,server,2025-10-13T15:39:03.649797,execute,0,0,834.3644210312078,0,744,0
user_142,devops,platform,US,desktop,2025-07-09T03:39:50.649797,execute,0,1,133.54620405869977,0,1673,0
user_143,devops,apps,UK,mobile,2025-11-22T20:24:37.649797,admin,0,0,851.3090176214475,0,1600,0
user_144,devops,hr,IN,desktop,2025-11-04T20:06:36.649797,execute,0,1,313.9534181653616,0,245,0
user_145,devops,hr,IN,desktop,2025-07-21T21:59:05.649797,write,0,1,662.849521672833,0,429,0
user_146,devops,apps,DE,desktop,2025-10-20T12:07:07.649797,execute,0,1,462.2997934299764,0,1115,0
user_147,hr,platform,US,desktop,2025-10-04T01:19:36.649797,read,0,0,8.519145697017926,0,445,0
user_148,admin,security,US,laptop,2025-07-20T19:08:38.649797,write,0,0,20.3046378711669,0,1257,0
user_149,devops,hr,UK,mobile,2025-08-05T18:11:29.649797,execute,0,2,223.80278838751818,0,863,0
user_150,engineer,hr,US,desktop,2025-08-30T04:46:27.649797,write,1,1,41.64727648892799,0,454,1
user_151,engineer,security,IN,mobile,2025-10-21T10:40:52.649797,admin,0,0,185.4309700720493,0,349,0
user_152,engineer,apps,US,laptop,2025-10-10T13:14:15.649797,read,0,0,927.8732297958684,0,1118,0
user_153,engineer,platform,US,mobile,2025-09-21T09:12:25.649797,admin,0,0,104.76397873375421,1,422,0
user_154,hr,apps,SG,mobile,2025-11-02T21:29:09.649797,read,0,0,201.36446667448647,0,715,0
user_155,engineer,finance,IN,laptop,2025-11-01T00:14:36.649797,execute,0,2,145.47896450352135,0,490,0
user_156,devops,hr,US,desktop,2025-10-06T19:06:14.649797,write,0,0,298.1354155412282,0,686,0
user_157,qa,finance,US,mobile,2025-11-06T05:44:58.649797,execute,0,0,64.64374837447565,0,1148,0
user_158,engineer,hr,DE,server,2025-08-16T17:58:13.649797,admin,0,1,90.30691673699135,0,582,0
user_159,hr,hr,US,mobile,2025-11-23T04:57:01.649797,write,0,0,587.2050894841517,0,615,0
user_160,hr,finance,US,desktop,2025-10-06T06:21:50.649797,execute,0,0,500.3366431136828,0,1257,0
user_161,engineer,finance,SG,server,2025-11-12T14:33:46.649797,execute,0,0,467.03896477058845,0,1088,0
user_162,qa,apps,IN,desktop,2025-09-23T21:52:41.649797,write,1,0,442.10468580549997,0,1631,1
user_163,engineer,finance,UK,mobile,2025-07-26T21:36:20.649797,write,1,1,184.54350084594574,0,163,1
user_164,hr,apps,IN,laptop,2025-09-23T05:09:51.649797,admin,0,0,391.5700457759844,0,780,0
user_165,admin,apps,DE,desktop,2025-08-23T09:09:17.649797,read,0,0,146.91735679485512,0,304,0
user_166,devops,apps,IN,desktop,2025-10-21T03:08:54.649797,read,1,0,31.844774717702606,0,319,1
user_167,hr,hr,US,laptop,2025-09-11T05:22:54.649797,write,0,0,149.95316415831607,0,685,0
user_168,engineer,hr,DE,mobile,2025-11-15T01:57:35.649797,read,0,0,51.82891152168595,0,1030,0
user_169,devops,finance,IN,desktop,2025-10-17T15:13:32.649797,admin,1,1,148.70804854958047,0,1325,1
user_170,engineer,hr,DE,mobile,2025-10-18T19:11:04.649797,read,0,0,105.90102853221536,0,1882,0
user_171,engineer,finance,UK,mobile,2025-07-26T16:03:48.649797,write,0,0,274.2583793905315,0,101,0
user_172,admin,hr,IN,mobile,2025-12-11T17:54:41.649797,admin,0,1,134.6090709248655,0,416,0
user_173,devops,platform,US,laptop,2025-11-16T01:59:21.649797,write,0,1,366.83423458180937,0,964,0
user_174,devops,platform,DE,mobile,2025-11-06T14:27:12.649797,admin,0,0,215.32214826848977,0,1384,0
user_175,admin,finance,SG,mobile,2025-08-16T00:28:56.649797,admin,0,0,755.8206540282607,0,1155,0
user_176,hr,hr,DE,server,2025-09-21T23:52:52.649797,write,0,1,28.631450063924063,0,895,0
user_177,engineer,hr,SG,server,2025-07-12T06:14:17.649797,execute,0,0,349.14613128258173,0,386,0
user_178,qa,apps,US,server,2025-09-22T12:10:07.649797,write,0,0,334.78571874649776,0,1044,0
user_179,engineer,security,UK,desktop,2025-07-13T20:11:38.649797,admin,0,0,902.5027188768072,0,1747,0
user_180,engineer,finance,SG,desktop,2025-09-25T03:04:33.649797,write,0,0,139.3505338459025,0,295,0
user_181,hr,security,UK,server,2025-10-12T08:25:51.649797,write,0,0,109.34214129211445,0,396,0
user_182,engineer,security,DE,laptop,2025-08-26T19:35:56.649797,admin,0,0,56.76522350969478,0,1469,0
user_183,admin,finance,US,laptop,2025-09-15T07:39:58.649797,read,1,0,92.4832184192482,0,292,1
user_184,admin,hr,SG,server,2025-11-22T04:46:30.649797,admin,0,0,209.08076825705996,0,1514,0
user_185,devops,finance,DE,desktop,2025-07-07T02:56:43.649797,write,0,0,545.5166015558582,0,348,0
user_186,qa,security,IN,desktop,2025-11-07T02:14:18.649797,admin,0,0,100.34264290422996,0,1289,0
user_187,engineer,hr,DE,laptop,2025-07-18T07:36:43.649797,admin,0,0,51.50071106359661,0,765,0
user_188,engineer,platform,UK,mobile,2025-06-24T04:31:51.649797,read,0,0,95.28921528421846,0,44,0
user_189,hr,finance,US,laptop,2025-07-20T23:38:05.649797,execute,0,0,31.91730560928432,0,75,0
user_190,admin,finance,US,mobile,2025-11-02T06:56:20.649797,write,0,0,783.9396416188384,0,53,0
user_191,qa,hr,DE,desktop,2025-08-29T12:05:49.649797,write,0,0,618.183939038612,0,1310,0
user_192,devops,platform,IN,desktop,2025-11-21T15:14:28.649797,read,0,0,110.66404488586981,0,1907,0
user_193,admin,platform,UK,server,2025-09-20T00:41:20.649797,admin,2,1,85.10216118353334,0,66,1
user_194,devops,hr,DE,desktop,2025-06-21T14:04:26.649797,execute,0,0,707.4208232336714,0,38,0
user_195,hr,apps,DE,mobile,2025-10-24T14:09:19.649797,write,0,0,0.5320569251091105,0,766,0
user_196,hr,finance,US,laptop,2025-07-07T10:09:31.649797,execute,1,0,275.3206785494834,0,1830,1
user_197,engineer,finance,UK,server,2025-11-06T16:04:21.649797,execute,0,0,743.0949762911746,0,417,0
user_198,qa,security,IN,mobile,2025-07-17T20:09:19.649797,admin,0,0,213.1230937424293,0,711,0
user_199,devops,hr,US,laptop,2025-08-18T18:16:51.649797,admin,0,1,0.8914109248754496,0,748,0
user_200,admin,security,DE,laptop,2025-11-01T14:38:42.649797,admin,0,1,74.10465588748775,0,1493,0
user_201,hr,security,US,laptop,2025-12-06T08:13:55.649797,write,0,1,767.0171997769107,0,1079,0
user_202,engineer,platform,US,desktop,2025-08-23T10:32:49.649797,execute,1,1,5.150691323615202,0,844,1
user_203,engineer,finance,SG,laptop,2025-11-13T20:57:41.649797,execute,0,0,150.64885924667263,1,116,0
user_204,devops,security,US,desktop,2025-07-21T22:10:30.649797,write,0,0,467.8298692812205,0,1621,0
user_205,hr,platform,US,laptop,2025-11-09T20:58:08.649797,read,0,2,546.2162372909844,0,279,0
user_206,qa,hr,UK,laptop,2025-10-13T22:19:36.649797,admin,0,1,194.80106583175902,0,454,0
user_207,hr,security,US,desktop,2025-07-22T06:36:16.649797,write,0,0,79.3786888092678,0,1166,0
user_208,devops,finance,IN,desktop,2025-08-11T00:46:10.649797,admin,1,0,274.6658395288267,0,608,1
user_209,devops,security,DE,mobile,2025-07-11T07:12:09.649797,execute,0,1,91.86708544908977,0,1073,0
user_210,hr,hr,UK,laptop,2025-08-25T12:22:11.649797,write,1,0,88.4177496737839,0,369,1
user_211,devops,security,US,desktop,2025-07-24T05:42:52.649797,read,0,0,494.4532533018099,0,370,0
user_212,hr,finance,IN,mobile,2025-10-11T12:01:25.649797,admin,0,0,50.26505846226394,0,301,0
user_213,admin,platform,DE,mobile,2025-12-13T14:12:52.649797,execute,0,0,1.6610334323548177,0,717,0
user_214,hr,finance,UK,desktop,2025-06-19T17:49:55.649797,execute,0,0,123.19239211506452,0,1947,0
user_215,hr,platform,IN,laptop,2025-09-22T22:43:33.649797,read,1,0,202.57682843165827,0,971,1
user_216,devops,apps,US,mobile,2025-09-28T20:11:31.649797,read,0,0,366.31574240419565,0,1376,0
user_217,devops,finance,SG,laptop,2025-11-29T03:20:04.649797,admin,0,0,455.7629934406789,0,195,0
user_218,engineer,finance,SG,laptop,2025-09-16T15:53:43.649797,execute,0,0,326.76426676894727,0,1329,0
user_219,engineer,hr,UK,mobile,2025-09-23T10:44:33.649797,read,1,1,295.45831519225527,0,250,1
user_220,admin,security,IN,desktop,2025-09-10T11:29:33.649797,write,0,1,328.7586721432957,0,258,0
user_221,engineer,platform,DE,laptop,2025-08-04T23:37:08.649797,read,1,0,95.0412162773923,0,990,1
user_222,hr,platform,IN,server,2025-06-27T15:59:54.649797,write,0,0,144.55549724966426,0,1980,0
user_223,devops,hr,SG,desktop,2025-08-30T03:21:13.649797,execute,0,1,287.4750282915531,1,1474,0
user_224,engineer,hr,UK,mobile,2025-06-27T01:08:51.649797,admin,0,0,20.345780385355024,0,1895,0
user_225,engineer,security,US,server,2025-09-24T16:04:47.649797,execute,0,0,105.00572164405574,0,59,0
user_226,admin,security,IN,laptop,2025-08-11T21:27:39.649797,execute,0,1,156.4744507983786,1,1245,0
user_227,admin,finance,SG,desktop,2025-09-21T15:06:53.649797,execute,0,1,228.7110339587818,0,1596,0
user_228,hr,apps,DE,server,2025-07-11T18:06:55.649797,execute,0,1,199.94112172301556,0,1558,0
user_229,devops,security,UK,desktop,2025-12-02T10:54:50.649797,admin,0,0,379.8947911368453,0,1881,0
user_230,admin,hr,US,laptop,2025-11-25T14:17:03.649797,read,1,1,192.40940674201602,0,1386,1
user_231,engineer,security,IN,desktop,2025-07-21T18:44:14.649797,admin,0,0,703.4286009525223,0,942,0
user_232,devops,platform,DE,server,2025-08-18T09:37:54.649797,admin,0,0,143.5648163672235,0,1077,0
user_233,devops,apps,US,desktop,2025-10-06T00:14:28.649797,admin,0,0,223.56699618283196,1,787,0
user_234,engineer,finance,SG,mobile,2025-07-04T19:19:00.649797,admin,0,0,0.9646661876256241,0,561,0
user_235,admin,platform,SG,mobile,2025-08-20T09:41:07.649797,read,0,2,111.52698357404034,0,976,0
user_236,engineer,platform,DE,server,2025-08-01T18:45:27.649797,execute,0,1,604.2601791462863,0,529,0
user_237,devops,apps,SG,desktop,2025-11-29T08:59:05.649797,read,0,0,121.74892994471571,0,498,0
user_238,qa,finance,UK,server,2025-11-18T00:47:54.649797,read,0,0,87.58187015320021,0,639,0
user_239,qa,hr,DE,desktop,2025-09-29T22:49:47.649797,execute,1,1,235.2742654291805,0,1021,1
user_240,hr,finance,SG,laptop,2025-09-19T05:50:55.649797,read,0,0,24.600669880603146,0,155,0
user_241,engineer,security,IN,mobile,2025-12-02T02:41:16.649797,admin,2,0,227.53308090590926,1,1003,1
user_242,engineer,platform,SG,laptop,2025-12-02T10:02:25.649797,admin,0,0,108.57766768662839,0,1811,0
user_243,hr,security,UK,desktop,2025-12-09T01:27:31.649797,execute,1,0,144.9159081863369,0,1771,1
user_244,hr,hr,US,laptop,2025-07-10T03:35:21.649797,execute,0,0,470.15069581293847,0,1514,0
user_245,hr,security,US,server,2025-07-16T11:33:44.649797,execute,0,0,325.38088060816165,0,798,0
user_246,devops,finance,SG,server,2025-10-17T09:27:18.649797,admin,0,1,177.23463432231154,0,78,0
user_247,engineer,security,US,desktop,2025-09-23T00:56:57.649797,execute,1,0,258.4813331346763,0,1198,1
user_248,devops,hr,SG,mobile,2025-06-20T21:43:30.649797,read,1,0,436.83324262178354,1,1642,1
user_249,hr,hr,UK,server,2025-06-28T17:41:04.649797,read,1,2,410.870993199277,0,320,1
user_250,engineer,hr,US,mobile,2025-11-24T10:27:35.649797,write,1,0,61.48859416289806,0,1056,1
user_251,devops,finance,IN,desktop,2025-11-20T23:28:27.649797,write,0,1,107.39669435766896,1,1973,0
user_252,devops,hr,SG,mobile,2025-08-20T21:21:46.649797,execute,1,0,128.42225224505955,0,1943,1
user_253,hr,platform,US,desktop,2025-11-24T23:17:28.649797,write,0,0,62.307424610934476,0,1316,0
user_254,engineer,hr,UK,laptop,2025-10-02T10:37:43.649797,admin,0,0,3.6708028722272243,0,522,0
user_255,hr,security,UK,desktop,2025-11-09T15:27:53.649797,admin,0,0,57.33626402477671,0,1339,0
user_256,engineer,security,IN,laptop,2025-09-02T12:27:17.649797,read,0,1,495.4599762599132,1,614,0
user_257,qa,security,UK,desktop,2025-07-07T23:49:59.649797,read,0,1,236.84486372769874,0,630,0
user_258,admin,finance,UK,server,2025-09-03T15:39:12.649797,write,0,0,125.40923005120854,0,669,0
